article_link,headline,is_sarcastic
https://www.betootaadvocate.com/uncategorized/desperately-needed-car-service-to-be-recklessly-avoided-until-owner-gets-tax-return-back/,Desperately Needed Car Service To Be Recklessly Avoided Until Owner Gets Tax Return Back,1
https://www.betootaadvocate.com/humans-of-betoota/local-woman-relinquishes-all-dignity-and-crawls-entire-body-inside-doona-cover-to-fit-corners/,Local Woman Relinquishes All Dignity and Crawls Entire Body Inside Doona Cover To Fit...,1
https://www.betootaadvocate.com/sports/2021-nrl-best-tackle-compilation-mostly-just-blokes-getting-sin-binned/,2021 NRL Best Tackle Compilation Mostly Just Blokes Getting Sin Binned,1
https://www.betootaadvocate.com/uncategorized/fired-up-dad-now-ready-to-biff/,Dad Now At Age Where He’s Willing To Have A Physical Confrontation With Neighbour...,1
https://www.betootaadvocate.com/breaking-news/government-considers-using-scam-emails-to-trick-boomers-into-getting-the-jab/,Government Considers Using Scam Emails To Trick Boomers Into Getting The Jab,1
https://www.betootaadvocate.com/uncategorized/woman-excited-to-experience-life-as-bridget-jones-while-flatmate-takes-off-for-the-weekend-2/,Woman Excited To Experience Life As Bridget Jones While Flatmate Takes Off For The...,1
https://www.betootaadvocate.com/uncategorized/local-american-overwhelmed-by-homesickness-after-seeing-plain-clothed-cops-firearm/,Local American Overwhelmed By Homesickness After Seeing Plain-Clothed Cop’s Firearm,1
https://www.betootaadvocate.com/humans-of-betoota/barefoot-investor-mate-in-large-group-makes-sure-to-get-the-first-round/,Barefoot Investor Mate In Large Group Makes Sure To Get The First Round,1
https://www.betootaadvocate.com/uncategorized/coffee-cups-artistically-tossed-across-park-really-adds-to-the-atmos-of-local-mans-lunch/,Coffee Cups Artistically Tossed Across Park Really Adds To The Atmos Of Local Man’s...,1
https://www.betootaadvocate.com/uncategorized/opposing-fourth-grade-teams-form-agreement-not-to-tackle-anybody-on-the-cricket-pitch/,Opposing Fourth Grade Teams Form Agreement Not To Tackle Anybody On The Cricket Pitch,1
https://www.betootaadvocate.com/uncategorized/local-woman-wishes-her-sexy-flu-voice-could-have-stuck-around-for-the-weekend/,Local Woman Wishes Her Sexy Flu Voice Could Have Stuck Around For The Weekend,1
https://www.betootaadvocate.com/uncategorized/report-country-pubs-not-named-the-royal-or-the-courthouse-actually-just-wine-bars/,Report: Country Pubs Not Named The Royal Or The Courthouse Actually Just Wine Bars,1
https://www.betootaadvocate.com/uncategorized/man-plans-to-push-the-boat-out-and-perhaps-also-let-some-dogs-out-tonight-in-case-spicy-cough-spreads-north/,Man Plans To Push The Boat Out And Perhaps Also Let Some Dogs Out...,1
https://www.betootaadvocate.com/headlines/nsw-labor-decide-they-enjoy-being-in-opposition-too-much-to-ask-peter-vlandys-to-be-leader/,NSW Labor Decide They Enjoy Being In Opposition Too Much To Ask Peter V’Landys...,1
https://www.betootaadvocate.com/sports/both-sides-celebrate-as-volunteer-touchie-eats-shit/,Both Sides Celebrate As Volunteer Touchie Eats Shit,1
https://www.betootaadvocate.com/headlines/bloke-whose-favourite-movie-is-daredevil-with-ben-affleck-not-impressed-by-archibald-finalists/,Bloke Whose Favourite Movie Is Daredevil With Ben Affleck Not Impressed By Archibald Finalists,1
https://www.betootaadvocate.com/advocate-in-focus/acting-premier-james-merlino-asks-why-the-south-australian-city-of-mildura-is-also-in-lockdown/,Acting Premier James Merlino Asks Why The South Australian City Of Mildura Is Also...,1
https://www.betootaadvocate.com/breaking-news/yeah-ive-got-the-astrazeneca-just-leaving-mine-now-scotty-texts-victoria-from-the-shower/,"“Yeah I’ve Got The AstraZeneca, Just Leaving Mine Now” Scotty Texts Victoria, From The...",1
https://www.betootaadvocate.com/uncategorized/bloke-hits-facebook-to-see-if-anyone-happens-to-be-heading-to-woop-woop-with-a-spare-seat/,Bloke Hits Facebook To See If Anyone Happens To Be Heading To Woop Woop...,1
https://www.betootaadvocate.com/uncategorized/local-influencer-yet-to-offer-a-solid-reason-as-to-why-she-is-at-fashion-week/,Local Influencer Yet To Offer A Solid Reason As To Why She Is At...,1
https://www.betootaadvocate.com/sports/sports-journo-breaks-the-mould-by-not-being-an-alcoholic-gambling-addict-with-fatherless-kids/,Sports Journo Breaks The Mould By Not Being An Alcoholic Gambling Addict With Fatherless...,1
https://www.betootaadvocate.com/advocate-in-focus/nation-tunes-into-merlino-press-conference-to-learn-which-new-way-victoria-has-shit-the-bed-this-time/,Nation Tunes Into Merlino Press Conference To Learn Which New Way Victoria Has Shit...,1
https://www.betootaadvocate.com/headlines/paid-leave-porter-claims-glorious-mario-kart-victory-after-turning-off-the-nintendo-mid-race/,Paid Leave Porter Claims Glorious Mario Kart Victory After Turning Off The Nintendo Mid-Race,1
https://www.betootaadvocate.com/uncategorized/woman-marrying-sri-lankan-bloke-not-sure-she-can-pull-off-23-letter-hashtag/,Woman Marrying Sri Lankan Bloke Not Sure She Can Pull Off 23-Letter Wedding Hashtag,1
https://www.betootaadvocate.com/headlines/melbourne-considers-using-experimental-qr-code-check-in-technology-to-avoid-further-outbreaks/,Melbourne Considers Using Experimental QR Code Check-In Technology To Avoid Further Outbreaks,1
https://www.betootaadvocate.com/sports/nrl-fan-says-new-high-shot-rules-remind-him-of-when-they-banned-grievous-bodily-harm-in-origin/,NRL Fan Says New High Shot Rules Remind Him Of When They Banned Grievous...,1
https://www.betootaadvocate.com/uncategorized/jackhammer-brought-in-to-remove-dried-porridge/,Jackhammer Brought In To Remove Dried Porridge Off Bowl,1
https://www.betootaadvocate.com/headlines/paid-leave-porter-finally-claims-victory-over-native-wildlife-in-90-year-long-great-emu-war/,Paid Leave Porter Finally Claims Victory Over Native Wildlife In 90-Year-Long Great Emu War,1
https://www.betootaadvocate.com/uncategorized/monster-swell-off-gold-coast-results-in-outbreak-of-gastro-through-regions-roofing-industry/,Monster Swell Off Gold Coast Results In Outbreak Of Gastro Through Region’s Roofing Industry,1
https://www.betootaadvocate.com/sports/games-gone-soft-shouts-victor-radley-as-he-carries-opponents-severed-head-to-the-sin-bin/,“Game’s Gone Soft!” Shouts Victor Radley As He Carries Opponent’s Severed Head To The...,1
https://www.betootaadvocate.com/uncategorized/melbourne-man-informs-his-mates-that-monday-night-blowout-is-on/,Melbourne Man Informs His Mates That Monday Night Blowout Is On,1
https://www.betootaadvocate.com/headlines/fuck-here-we-go-again-says-melbourne/,"“Fuck, Here We Go Again” Says Melbourne",1
https://www.betootaadvocate.com/headlines/pm-says-melbournes-outbreak-would-be-way-worse-if-he-hadnt-jabbed-1-6-of-victorian-adults/,PM Says Melbourne’s Outbreak Would Be Way Worse If He Hadn’t Jabbed 1.6% Of...,1
https://www.betootaadvocate.com/uncategorized/local-boomer-doesnt-want-the-shitty-blood-clot-jab-they-want-the-good-one-that-scotty-had/,"Local Boomer Doesn’t Want The Shitty Blood Clot Jab, They Want The Good One...",1
https://www.betootaadvocate.com/uncategorized/chairman-mark-mcmaoan-races-jacinda-ardern-to-be-first-to-close-border-to-victorians/,Chairman Mark McMaoan Races Jacinda Ardern To Be First To Close Border To Victorians,1
https://www.betootaadvocate.com/uncategorized/boomer-journo-pens-unbiased-opinion-piece-on-all-this-cryptocurrency-stuff-that-terrifies-him/,Boomer Journo Pens Unbiased Opinion Piece On All This Cryptocurrency Stuff That Terrifies Him,1
https://www.betootaadvocate.com/uncategorized/clive-palmer-is-stuck-in-an-empty-pool-and-he-cant-get-out/,Clive Palmer Is Stuck In An Empty Pool And He Can’t Get Out,1
https://www.betootaadvocate.com/entertainment/joel-fitzgibbon-getting-nervous-after-nsw-labor-fail-to-win-seat-they-havent-held-since-1910/,Joel Fitzgibbon Getting Nervous After NSW Labor Fail To Win Seat They Haven’t Held...,1
https://www.betootaadvocate.com/advocate-in-focus/man-on-the-fence-about-getting-the-jab-decides-to-get-it-after-scott-cam-tells-him-to/,Man On The Fence About Getting The Jab Decides To Get It After Scott...,1
https://www.betootaadvocate.com/uncategorized/nrls-need-for-an-indigenous-round-highlighted-by-fox-sports-comments/,NRL’s Need For An Indigenous Round Highlighted By Fox Sports Comment Section,1
https://www.betootaadvocate.com/headlines/cancel-culture-to-blame-for-everyone-realising-harvey-norman-are-a-bunch-of-thieving-dogs/,‘Cancel Culture’ To Blame For Everyone Realising Harvey Norman Are A Bunch Of Thieving...,1
https://www.betootaadvocate.com/uncategorized/no-jab-no-franking-credits-or-negative-gearing-says-frydenberg-to-petulant-boomers/,"“No Jab, No Franking Credits Or Negative Gearing,” Says Frydenberg To Petulant Boomers",1
https://www.betootaadvocate.com/breaking-news/nsw-origin-squad-divided-over-whether-country-music-or-drill-rap-should-be-playing-on-the-bus/,NSW Origin Squad Divided Over Whether Country Music Or Drill Rap Should Be Playing...,1
https://www.betootaadvocate.com/advocate-in-focus/government-unable-to-get-head-around-the-fact-that-theres-losers-who-still-live-week-to-week/,Government Unable To Get Head Around The Fact That There’s Losers Who Still Live...,1
https://www.betootaadvocate.com/advocate-in-focus/innocent-man-decides-not-to-have-any-more-facts-reported-on-his-shady-past/,Innocent Man Decides Not To Have Any More Facts Reported On His Past,1
https://www.betootaadvocate.com/headlines/townsville-reveals-only-accommodation-available-for-nsw-blues-is-3-star-romp-shak-in-kirwan/,Townsville Reveals Only Accommodation Available For NSW Blues Is 3 Star ‘Romp Shak’ In...,1
https://www.betootaadvocate.com/headlines/7-reasons-why-this-19-year-old-wrx-owner-should-take-control-of-the-pms-bungled-jab-roll-out-2/,7 Reasons Why This 19-Year-Old WRX Owner Should Take Control Of The PM’s Bungled...,1
https://www.betootaadvocate.com/headlines/just-a-vodka-coke-raspberry-thanks-mate-says-newy-bloke-who-might-be-worth-steering-clear-of/,“Just A Vodka Coke Raspberry Thanks Mate” Says Newy Bloke Who Might Be Worth...,1
https://www.betootaadvocate.com/advocate-in-focus/leaked-photos-of-secret-government-brain-scanner-reveals-greg-hunt-has-an-iq-of-36/,Leaked Photos Of Secret Government Brain Scanner Reveals Greg Hunt Has An IQ Of...,1
https://www.betootaadvocate.com/sports/addo-carr-spotted-with-bbq-stain-on-his-white-t-shirt-down-at-the-river-by-the-railroad-tracks/,Addo-Carr Spotted With BBQ Stain On His White T-Shirt Down At The River By...,1
https://www.betootaadvocate.com/advocate-in-focus/pm-says-he-may-be-forced-to-intervene-in-rollout-and-quarantine-after-latest-victorian-flu-outbreak/,PM Says He May Be Forced To Intervene In Rollout And Quarantine After Latest...,1
https://www.betootaadvocate.com/uncategorized/local-child-sinks-into-car-seat-after-failing-to-alert-mum-of-any-upcoming-servo-stations/,Local Child Sinks Into Car Seat After Failing To Alert Mum Of Any Upcoming...,1
https://www.betootaadvocate.com/breaking-news/qld-government-purchases-100-old-nokia-batteries-to-sure-up-states-electricity-supply/,QLD Government Purchases 100 Old Nokia Batteries To Sure Up State’s Electricity Supply,1
https://www.betootaadvocate.com/headlines/victoria-bids-thee-farewell-to-ye-olde-renaissance-community-as-melbourne-wench-tests-positive/,Victoria Bids Thee Farewell To Ye Olde Renaissance Community As Melbourne Wench Tests Positive,1
https://www.betootaadvocate.com/advocate-in-focus/fitzroy-man-demands-melbourne-lockdown-victims-get-a-medal-and-a-right-to-march-on-anzac-day/,Fitzroy Man Demands Melbourne Lockdown Victims Get A Medal And A Right To March...,1
https://www.betootaadvocate.com/headlines/i-dont-know-if-you-really-understand-how-bad-melbourne-was-last-year-says-victorian-expat/,“I Don’t Know If You Really Understand How Bad Melbourne Was Last Year” Says...,1
https://www.betootaadvocate.com/uncategorized/salesman-at-airport-gate-talking-about-payroll-software-conference-like-its-coachella-2/,Salesman At Airport Gate Talking About Payroll Software Conference Like It’s Coachella,1
https://www.betootaadvocate.com/humans-of-betoota/failing-headlight-bulb-heroically-clings-to-life-until-day-before-rego-inspection/,Failing Headlight Bulb Heroically Clings To Life Until Day Before Rego Inspection,1
https://www.betootaadvocate.com/advocate-in-focus/barnaby-suggests-pulling-melbourne-with-two-d6s-and-an-anchor-chain-to-run-some-first-cross-ewes/,Barnaby Suggests Pulling Melbourne With Two D6s And An Anchor Chain To Run Some...,1
https://www.betootaadvocate.com/uncategorized/hollywood-reveal-new-stuart-little-sequel-will-be-set-in-shed-outside-of-orange/,Hollywood Reveal New Stuart Little Sequel Will Be Set In Shed Outside Of Orange,1
https://www.betootaadvocate.com/uncategorized/local-bushie-says-those-gym-junkies-in-the-city-arent-farm-strong/,Local Bushie Says Those Gym Junkies In the City Aren’t ‘Farm Strong’ Like Him,1
https://www.betootaadvocate.com/humans-of-betoota/local-woman-who-spewed-in-her-cab-home-squashes-some-demons-with-bit-of-sunday-gardening/,Local Woman Who Spewed In Her Cab Home Squashes Some Demons With Bit Of...,1
https://www.betootaadvocate.com/advocate-in-focus/bloke-who-hasnt-done-laundry-for-two-weeks-resorts-to-b-grade-underwear/,Bloke Who Hasn’t Done Laundry For Two Weeks Resorts To B Grade Underwear,1
https://www.betootaadvocate.com/headlines/elderly-christian-porter-steps-out-of-time-machine-to-sue-2021-christian-porter-for-defamation/,Elderly Christian Porter Steps Out Of Time Machine To Sue 2021 Christian Porter For...,1
https://www.betootaadvocate.com/uncategorized/government-encourages-australians-to-get-their-jab-by-offering-a-free-age-of-empires-2-cd/,Government Encourages Australians To Get Their Jab By Offering A Free Age of Empires...,1
https://www.betootaadvocate.com/uncategorized/blokes-2009-model-dell-trying-to-run-chrome-found-to-be-source-of-aircraft-noise-complaints/,Bloke’s 2009-Model Dell Trying To Run Chrome Found To Be Source Of Aircraft Noise...,1
https://www.betootaadvocate.com/sports/senior-nrl-players-plan-revolt-against-vlandys-as-fears-grow-cocaine-will-be-banned-next/,Senior NRL Players Plan Revolt Against V’Landys As Fears Grow Cocaine Will Be Banned...,1
https://www.betootaadvocate.com/uncategorized/the-peoples-jacqui-now-in-exile-in-the-rex-lounge-reckons-its-actually-pretty-grouse/,The Peoples’ Jacqui Now In Exile In The Rex Lounge Reckons It’s Actually Pretty...,1
https://www.betootaadvocate.com/headlines/paid-leave-porter-claims-victory-in-drunken-pub-brawl-after-calling-security-and-running-away/,Paid Leave Porter Claims Victory In Drunken Pub Brawl After Calling Security And Running...,1
https://www.betootaadvocate.com/sports/big-country-adapts-to-new-nrl-high-shot-rules-focuses-on-how-to-burst-a-mans-spleen-legally/,"Big Country Adapts To New NRL High Shot Rules, Focuses On How To Burst...",1
https://www.betootaadvocate.com/advocate-in-focus/federal-government-suggest-outbreak-is-because-they-dont-wash-their-hands-in-victorian-culture/,Federal Government Suggest Outbreak Is Because They Don’t Wash Their Hands In Victorian Culture,1
https://www.betootaadvocate.com/uncategorized/melbyron-mum-quietly-admits-shell-get-the-jab-as-soon-as-the-borders-open-again/,Melbyron Mum Quietly Admits She’ll Get The Jab As Soon As The Borders Open...,1
https://www.betootaadvocate.com/breaking-news/millennial-cant-afford-home-after-spending-all-their-money-bailing-out-gerry-harvey/,Millennial Can’t Afford Home After Spending All Their Money Bailing Out Gerry Harvey,1
https://www.betootaadvocate.com/uncategorized/cotton-farmers-son-livid-after-dad-buys-him-the-wrong-mercedes-benz-ute-2/,Cotton Farmer’s Son ‘Livid’ After Dad Buys Him The Wrong Mercedes Benz Ute,1
https://www.betootaadvocate.com/breaking-news/oh-no-best-mans-speech-got-enough-laughs-for-him-to-actually-give-stand-up-a-whirl/,Oh No: Best Man’s Speech Got Enough Laughs For Him To Actually Give Stand-Up...,1
https://www.betootaadvocate.com/uncategorized/lnp-urged-to-treat-dying-planet-as-seriously-as-dying-fossil-fuel-industries/,LNP Urged To Treat Dying Planet As Seriously As Dying Fossil Fuel Industries,1
https://www.betootaadvocate.com/breaking-news/regional-dad-offers-mono-symbolic-words-of-approval-to-daughters-new-outfits/,Regional Dad Offers Monosyllabic Words Of Approval To Daughter’s New Outfits,1
https://www.betootaadvocate.com/humans-of-betoota/brisbane-to-add-gender-reveal-burnouts-event-if-olympics-bid-successful/,Brisbane To Add Gender Reveal Burnouts Event If Olympics Bid Successful,1
https://www.betootaadvocate.com/uncategorized/prahahn-wet-market-ruled-out-as-source-for-melbournes-seventeenth-outbreak/,Prahahn Wet Market Ruled Out As Source For Melbourne’s Seventeenth Outbreak,1
https://www.betootaadvocate.com/world-news/our-work-here-is-done-says-australia-as-troops-leave-afghanistan-with-no-roads-or-libraries/,"“Our Work Here Is Done” Says Australia, As Troops Leave Afghanistan With No Roads...",1
https://www.betootaadvocate.com/sports/north-melbourne-kangaroos-plan-day-trip-through-whittlesea-in-hope-of-cancelling-season/,North Melbourne Kangaroos Plan Day Trip Through Whittlesea In Hope Of Cancelling Season,1
https://www.betootaadvocate.com/uncategorized/dan-andrews-forced-to-return-to-work-early-after-afl-plans-to-go-ahead-with-crowds-this-weekend/,Dan Andrews Forced To Return To Work Early After AFL Plans To Go Ahead...,1
https://www.betootaadvocate.com/breaking-news/motormouth-boyfriend-thinks-most-interesting-aspect-of-movie-is-where-hes-seen-actors-before/,Motormouth Boyfriend Thinks Most Interesting Aspect Of Movie Is Where He’s Seen Actors Before,1
https://www.betootaadvocate.com/breaking-news/intern-patiently-waits-until-505-to-pack-up-desk-so-they-dont-look-too-eager-to-leave/,Intern Patiently Waits Until 5:05 To Pack Up Desk So They Don’t Look Too...,1
https://www.betootaadvocate.com/uncategorized/queensland-energy-grid-crippled-by-unreliable-coal-power-plant/,Queensland Energy Grid Crippled By Unreliable Coal Power Plant,1
https://www.betootaadvocate.com/breaking-news/report-90-of-crusty-white-dogs-named-either-molly-or-coco/,Report: 90% Of Crusty White Dogs Named Either Molly Or Coco,1
https://www.betootaadvocate.com/uncategorized/ato-announce-annual-crackdown-on-low-income-earners-claiming-dubious-laundry-expenses/,ATO Announce Annual Crackdown On Low-Income Earners Claiming Dubious Laundry Expenses,1
https://www.betootaadvocate.com/uncategorized/coffs-harbour-bloke-in-big-smoke-yet-to-visit-a-pub-that-truly-scares-him-like-down-home/,Coffs Harbour Bloke In Big Smoke Yet To Visit A Pub That Truly Scares...,1
https://www.betootaadvocate.com/headlines/blokes-whod-get-sacked-in-any-other-workplace-still-earning-more-than-high-school-principals/,Blokes Who’d Get Sacked In Any Other Workplace Still Earning More Than High School...,1
https://www.betootaadvocate.com/advocate-in-focus/research-suggests-koko-the-signing-gorilla-was-capable-of-doing-90-of-public-servant-jobs/,Research Suggests Koko The Signing Gorilla Was Capable Of Doing 90% Of Public Servant...,1
https://www.betootaadvocate.com/uncategorized/one-night-stands-dog-looks-up-at-local-man-with-a-vacant-look-of-disgust-2/,One Night Stand’s Dog Looks Up At Local Man With A Vacant Look Of...,1
https://www.betootaadvocate.com/sports/no-end-in-sight-for-religious-tensions-as-heavily-funded-israel-invades-qld-rugby-league/,No End In Sight For Religious Tensions As Heavily-Funded Israel Invades QLD Rugby League,1
https://www.betootaadvocate.com/headlines/scotty-grabs-the-biggest-milkshake-he-can-find-in-preparation-for-new-get-your-jab-ad-campaign/,Scotty Grabs The Biggest Milkshake He Can Find In Preparation For New Get-Your-Jab Ad...,1
https://www.betootaadvocate.com/humans-of-betoota/dad-still-getting-mileage-out-of-asking-vegan-daughter-how-they-milk-those-almonds/,Dad Still Getting Mileage Out Of Asking Vegan Daughter How They Milk Those Almonds,1
https://www.betootaadvocate.com/uncategorized/bloke-living-with-parents-cautiously-divides-attention-between-laptop-and-bedroom-door-2/,Bloke Living With Parents Cautiously Divides Attention Between Laptop And Bedroom Door,1
https://www.betootaadvocate.com/uncategorized/great-news-aussie-battlers-youre-in-luck/,Are You A Multinational With An Office In Singapore? You Could Be Set To...,1
https://www.betootaadvocate.com/advocate-in-focus/we-dont-need-a-federal-icac-says-government-building-a-gas-power-plant-for-no-reason/,“We Don’t Need A Federal ICAC” Says Government Building A Gas Power Plant For...,1
https://www.betootaadvocate.com/headlines/scientists-now-sharing-medical-research-on-grainy-jpegs-in-effort-to-win-over-anti-vaxxer-mums/,Scientists Now Sharing Medical Research On Grainy JPEGs In Effort To Win Over Anti-Vaxxer...,1
https://www.betootaadvocate.com/humans-of-betoota/parentally-funded-housemate-straight-up-leaving-the-heater-on-all-day/,Parentally-Funded Housemate Straight Up Leaving The Heater On All Day,1
https://www.betootaadvocate.com/humans-of-betoota/a-side-of-mcnuggets-get-the-call-up-as-local-man-commits-to-this-naughty-meal/,A Side Of McNuggets Get The Call Up As Local Man Commits To This...,1
https://www.betootaadvocate.com/uncategorized/pretty-boy-halfback-tries-his-best-to-look-tough-while-running-through-tunnel-2/,Pretty Boy Halfback Tries His Best To Look Tough While Running Through Tunnel,1
https://www.betootaadvocate.com/breaking-news/report-finds-extension-cord-either-20-centimetres-too-short-or-20-metres-too-long/,Report Finds Extension Cord Either 20 Centimetres Too Short Or 20 Metres Too Long,1
https://www.betootaadvocate.com/uncategorized/apprentice-builder-sent-home-for-hooking-into-a-quiche-at-smoko/,Apprentice Builder Sent Home For Hooking Into A Quiche At Smoko,1
https://www.betootaadvocate.com/breaking-news/report-90-of-business-students-recent-school-leavers-whose-parents-forced-them-to-go-to-uni/,Report: 90% Of Business Students Recent School Leavers Whose Parents Forced Them To Go...,1
https://www.betootaadvocate.com/sports/australia-waits-excitedly-to-find-out-which-weird-arse-sports-we-are-now-surprisingly-good-at/,Australia Waits Excitedly To Find Out Which Weird Arse Sports We Are Now Surprisingly...,1
https://www.betootaadvocate.com/uncategorized/man-avoids-unnecessary-human-interaction-by-pretending-to-be-on-the-phone-2/,Man Avoids Unnecessary Human Interaction By Pretending To Be On The Phone,1
https://www.betootaadvocate.com/headlines/toowoomba-becomes-australias-opal-capital-after-being-classified-as-a-desert-town-by-pm-2/,Toowoomba Becomes Australia’s Opal Capital After Being Classified As A ‘Desert’ Town By PM,1
https://www.betootaadvocate.com/humans-of-betoota/bill-gates-admits-hes-now-regretting-turning-down-clippys-offer-of-relationship-advice/,Bill Gates Admits He’s Now Regretting Turning Down Clippy’s Offer Of Relationship Advice,1
https://www.betootaadvocate.com/uncategorized/local-kids-learn-new-grown-up-words-after-daddy-steps-on-lego-barefoot/,Local Kids Learn New Grown Up Words After Daddy Steps On Lego Barefoot,1
https://www.betootaadvocate.com/uncategorized/inner-city-creatives-easily-mistaken-for-paroled-1990s-underworld-figures/,Inner-City Creatives Easily Mistaken For Paroled 1990s Underworld Figures,1
https://www.betootaadvocate.com/breaking-news/promising-denim-jacket-ruined-by-bejewelled-butterfly-pattern-on-back/,Promising Denim Jacket Ruined By Bejewelled Butterfly Pattern On Back,1
https://www.betootaadvocate.com/headlines/pm-finally-gets-some-work-done-after-finding-a-stash-of-breath-mints-in-road-train-glovebox/,PM Finally Gets Some Work Done After Finding A Stash Of Breath Mints In...,1
https://www.betootaadvocate.com/uncategorized/local-prop-who-forgot-school-pick-up-twice-this-week-says-new-nrl-high-shot-rules-are-bullshit/,Local Prop Who Forgot School Pick-Up Twice This Week Says New NRL High Shot...,1
https://www.betootaadvocate.com/advocate-in-focus/inner-city-leftie-sees-no-irony-in-calling-another-country-an-apartheid-state/,Inner-City Leftie Sees No Irony In Calling Another Country “An Apartheid State”,1
https://www.betootaadvocate.com/headlines/police-raid-astra-zeneca-meth-lab-as-desperate-rural-australians-start-cooking-their-own-jabs/,Police Raid Astra-Zeneca Meth Lab As Desperate Rural Australians Start Cooking Their Own Jabs,1
https://www.betootaadvocate.com/headlines/social-justice-warrior-who-drops-welcome-to-country-in-emails-might-just-tip-toe-around-israel/,Social Justice Warrior Who Drops Welcome To Country In Emails Might Just Tip Toe...,1
https://www.betootaadvocate.com/uncategorized/vibrating-bus-window-ruins-snooze/,Vibrating Bus Window Ruins Snooze,1
https://www.betootaadvocate.com/uncategorized/sunday-night-shift-manager-at-maccas-bringing-back-the-ski-jump-2/,Sunday Night Shift Manager At Maccas Bringing Back The Ski Jump,1
https://www.betootaadvocate.com/uncategorized/gross-salad-not-even-crunchy/,Gross: Salad Not Even Crunchy,1
https://www.betootaadvocate.com/uncategorized/inner-brisbane-4wd-owner-finally-takes-the-beast-off-road-in-reckless-curb-park-2/,Inner-Brisbane 4WD Owner Finally Takes The Beast Off-Road In Reckless Curb Park,1
https://www.betootaadvocate.com/breaking-news/man-who-just-sank-300-into-pokies-thrills-mates-with-tale-of-incredible-60-feature/,Man Who Just Sank $300 Into Pokies Thrills Mates With Tale of Incredible $60...,1
https://www.betootaadvocate.com/uncategorized/suburban-motorist-shows-working-class-solidarity-by-giving-two-finger-wave-to-stop-go-man-2/,Suburban Motorist Shows Working Class Solidarity By Giving Two-Finger-Wave To Stop Go Man,1
https://www.betootaadvocate.com/uncategorized/report-pushing-drunk-mate-into-somebodys-nice-hedge-is-always-hilarious/,Report: Pushing Drunk Mate Into Somebody’s Nice Hedge Is Always Hilarious,1
https://www.betootaadvocate.com/uncategorized/local-woman-reaches-pivotal-point-in-adulthood-where-she-actually-enjoys-going-to-pillow-talk/,Local Woman Reaches Pivotal Point In Adulthood Where She Actually Enjoys Going To Pillow...,1
https://www.betootaadvocate.com/world-news/melinda-gates-awarded-custody-of-50-of-worlds-population-controlled-by-microchips/,Melinda Gates Awarded Custody Of 50% Of World’s Population Controlled By Microchips,1
https://www.betootaadvocate.com/uncategorized/not-so-newlywed-bride-posts-6th-wedding-album-on-social-media/,Not-So-Newlywed Bride Posts 6th Wedding Album On Social Media,1
https://www.betootaadvocate.com/uncategorized/man-who-let-his-learners-license-expire-says-the-people-running-the-country-are-hopeless-2/,Man Who Let His Learners License Expire Says The People Running The Country Are...,1
